AGE_CK95_Ma	AGE_GTS04_Ma	DSDP_ODP_SITE	LATITUDE	LONGITUDE	REFERENCE	SAMPLE	MBSF	MCD	GENUS	SPECIES	RAW_d13C	RAW_d18O	d13C_CORRECTION	d18O_CORRECTION	CORRECTED_d13C	CORRECTED_d18O
null	0.62000	1146	19.457	116.273	Clemens and Prell (2003)	null	88.735	94.335	Globigerinoides	G. ruber	1.330	-2.530	0.940	0.000	1.830	-2.370
null	0.58100	1143	9.362	113.285	Cheng et al. (2004a)	"4H-3, 30-32"	31.700	33.360	Globigerinoides	G. ruber	0.900	-2.370	0.940	0.000	1.840	-2.370
null	0.82800	1146	19.457	116.273	Clemens and Prell (2003)	null	112.635	119.035	Globigerinoides	G. ruber	1.370	-2.530	0.940	0.000	1.870	-2.370
null	1.73200	1146	19.457	116.273	Clemens and Prell (2003)	null	170.235	180.385	Globigerinoides	G. ruber	1.390	-2.530	0.940	0.000	1.890	-2.370
null	1.65200	1146	19.457	116.273	Clemens and Prell (2003)	null	165.035	174.785	Globigerinoides	G. ruber	1.440	-2.530	0.940	0.000	1.940	-2.370
null	1.56300	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 0-2"	69.900	75.720	Globigerinoides	G. ruber	1.000	-2.370	0.940	0.000	1.940	-2.370
null	3.05100	1143	9.362	113.285	Cheng et al. (2004a)	"14H-5, 20-22"	126.600	135.260	Globigerinoides	G. ruber	1.030	-2.370	0.940	0.000	1.970	-2.370
null	2.17600	1143	9.362	113.285	Cheng et al. (2004a)	"11H-3, 110-112"	95.000	102.100	Globigerinoides	G. ruber	1.060	-2.370	0.940	0.000	2.000	-2.370
null	2.08700	1143	9.362	113.285	Cheng et al. (2004a)	"11H-1, 70-72"	91.600	98.700	Globigerinoides	G. ruber	1.120	-2.370	0.940	0.000	2.060	-2.370
null	0.94100	1146	19.457	116.273	Clemens and Prell (2003)	null	122.435	129.135	Globigerinoides	G. ruber	1.600	-2.530	0.940	0.000	2.100	-2.370
null	0.48500	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 20-22"	25.100	29.060	Globigerinoides	G. ruber	1.160	-2.370	0.940	0.000	2.100	-2.370
null	1.17800	1146	19.457	116.273	Clemens and Prell (2003)	null	136.935	145.185	Globigerinoides	G. ruber	1.610	-2.530	0.940	0.000	2.110	-2.370
null	1.66400	1143	9.362	113.285	Cheng et al. (2004a)	"9H-1, 100-102"	72.900	79.480	Globigerinoides	G. ruber	1.180	-2.370	0.940	0.000	2.120	-2.370
null	1.48700	1146	19.457	116.273	Clemens and Prell (2003)	null	155.335	165.285	Globigerinoides	G. ruber	1.650	-2.530	0.940	0.000	2.150	-2.370
null	2.08100	1143	9.362	113.285	Cheng et al. (2004a)	"10H-6, 40-42"	90.300	97.820	Globigerinoides	G. ruber	1.210	-2.370	0.940	0.000	2.150	-2.370
null	2.41400	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 34-36"	103.740	111.200	Globigerinoides	G. ruber	1.230	-2.370	0.940	0.000	2.170	-2.370
null	1.06300	1146	19.457	116.273	Clemens and Prell (2003)	null	129.735	137.335	Globigerinoides	G. ruber	1.760	-2.530	0.940	0.000	2.260	-2.370
null	2.17900	1143	9.362	113.285	Cheng et al. (2004a)	"11H-3, 130-132"	95.200	102.300	Globigerinoides	G. ruber	1.360	-2.370	0.940	0.000	2.300	-2.370
null	1.33700	1146	19.457	116.273	Clemens and Prell (2003)	null	146.835	156.235	Globigerinoides	G. ruber	1.990	-2.530	0.940	0.000	2.490	-2.370
null	2.60400	1143	9.362	113.285	Cheng et al. (2004a)	"13H-3, 0-2"	112.900	120.700	Globigerinoides	G. ruber	1.610	-2.370	0.940	0.000	2.550	-2.370
10.11500	10.18700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	254.310	266.530	Globigerinoides	G. sacculifer	1.298	-2.049	0.590	-0.320	1.888	-2.369
7.66400	7.70900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	217.410	229.630	Globigerinoides	G. sacculifer	1.944	-2.049	0.590	-0.320	2.534	-2.369
16.52800	16.44400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	344.520	356.740	Globigerinoides	G. sacculifer	1.950	-2.049	0.590	-0.320	2.540	-2.369
17.22900	17.19000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	351.910	364.130	Globigerinoides	G. sacculifer	1.928	-2.047	0.590	-0.320	2.518	-2.367
8.79400	8.86500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	242.010	254.230	Globigerinoides	G. sacculifer	1.602	-2.044	0.590	-0.320	2.192	-2.364
18.85300	18.58400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	374.110	386.370	Globigerinoides	G. sacculifer	1.746	-2.043	0.590	-0.320	2.336	-2.363
7.95500	7.99300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	224.460	236.680	Globigerinoides	G. sacculifer	1.527	-2.042	0.590	-0.320	2.117	-2.362
6.00600	6.13400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	186.610	198.830	Globigerinoides	G. sacculifer	1.980	-2.042	0.590	-0.320	2.570	-2.362
3.12000	3.12400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	146.760	158.980	Globigerinoides	G. ruber	0.300	-2.360	0.940	0.000	1.240	-2.360
null	0.93600	1146	19.457	116.273	Clemens and Prell (2003)	null	122.135	128.835	Globigerinoides	G. ruber	1.030	-2.520	0.940	0.000	1.530	-2.360
2.46900	2.46800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	128.210	140.210	Globigerinoides	G. ruber	0.780	-2.360	0.940	0.000	1.720	-2.360
2.81600	2.81200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	139.790	152.010	Globigerinoides	G. ruber	0.950	-2.360	0.940	0.000	1.890	-2.360
null	0.10200	1143	9.362	113.285	Cheng et al. (2004a)	"1H-3, 50-52"	3.500	6.700	Globigerinoides	G. ruber	1.070	-2.360	0.940	0.000	2.010	-2.360
null	0.22000	1143	9.362	113.285	Cheng et al. (2004a)	"2H-4, 100-102"	10.900	13.020	Globigerinoides	G. ruber	1.090	-2.360	0.940	0.000	2.030	-2.360
null	2.79600	1143	9.362	113.285	Cheng et al. (2004a)	"13H-6, 120-122"	119.600	127.760	Globigerinoides	G. ruber	1.140	-2.360	0.940	0.000	2.080	-2.360
null	3.02700	1143	9.362	113.285	Cheng et al. (2004a)	"14H-4, 70-72"	125.600	134.260	Globigerinoides	G. ruber	1.180	-2.360	0.940	0.000	2.120	-2.360
null	1.09300	1146	19.457	116.273	Clemens and Prell (2003)	null	131.335	138.935	Globigerinoides	G. ruber	1.650	-2.520	0.940	0.000	2.150	-2.360
null	1.33100	1146	19.457	116.273	Clemens and Prell (2003)	null	146.435	155.835	Globigerinoides	G. ruber	1.650	-2.520	0.940	0.000	2.150	-2.360
null	0.30300	1143	9.362	113.285	Cheng et al. (2004a)	"2H-5, 110-112"	16.500	19.900	Globigerinoides	G. ruber	1.210	-2.360	0.940	0.000	2.150	-2.360
null	1.63100	1143	9.362	113.285	Cheng et al. (2004a)	"8H-6, 20-22"	71.100	77.940	Globigerinoides	G. ruber	1.380	-2.360	0.940	0.000	2.320	-2.360
null	1.52400	1143	9.362	113.285	Cheng et al. (2004a)	"8H-4, 60-62"	67.500	73.320	Globigerinoides	G. ruber	1.520	-2.360	0.940	0.000	2.460	-2.360
null	2.69400	1143	9.362	113.285	Cheng et al. (2004a)	"13H-5, 90-92"	116.800	124.600	Globigerinoides	G. ruber	1.560	-2.360	0.940	0.000	2.500	-2.360
9.69800	9.72600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	246.510	258.730	Globigerinoides	G. sacculifer	1.490	-2.036	0.590	-0.320	2.080	-2.356
2.29600	2.29500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	121.860	133.410	Globigerinoides	G. ruber	-0.390	-2.350	0.940	0.000	0.550	-2.350
2.23700	2.23500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	119.290	130.840	Globigerinoides	G. ruber	0.090	-2.350	0.940	0.000	1.030	-2.350
2.10400	2.09300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	114.160	125.260	Globigerinoides	G. ruber	0.160	-2.350	0.940	0.000	1.100	-2.350
2.53700	2.53700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	131.660	143.660	Globigerinoides	G. ruber	0.210	-2.350	0.940	0.000	1.150	-2.350
0.81900	0.81900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	51.410	58.310	Globigerinoides	G. ruber	0.270	-2.350	0.940	0.000	1.210	-2.350
2.25600	2.25400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	120.210	131.760	Globigerinoides	G. ruber	0.290	-2.350	0.940	0.000	1.230	-2.350
null	0.74400	1146	19.457	116.273	Clemens and Prell (2003)	null	104.585	110.535	Globigerinoides	G. ruber	0.820	-2.510	0.940	0.000	1.320	-2.350
null	0.33100	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 70-72"	17.600	21.000	Globigerinoides	G. ruber	0.380	-2.350	0.940	0.000	1.320	-2.350
null	0.23100	1146	19.457	116.273	Clemens and Prell (2003)	null	42.035	44.235	Globigerinoides	G. ruber	0.850	-2.510	0.940	0.000	1.350	-2.350
null	1.11400	1146	19.457	116.273	Clemens and Prell (2003)	null	132.635	140.235	Globigerinoides	G. ruber	0.930	-2.510	0.940	0.000	1.430	-2.350
null	1.45600	1143	9.362	113.285	Cheng et al. (2004a)	"8H-2, 100-102"	64.900	70.720	Globigerinoides	G. ruber	0.520	-2.350	0.940	0.000	1.460	-2.350
null	0.33200	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 80-82"	17.700	21.100	Globigerinoides	G. ruber	0.540	-2.350	0.940	0.000	1.480	-2.350
null	2.47600	1143	9.362	113.285	Cheng et al. (2004a)	"12H-3, 140-142"	105.800	113.740	Globigerinoides	G. ruber	0.770	-2.350	0.940	0.000	1.710	-2.350
null	1.67500	1143	9.362	113.285	Cheng et al. (2004a)	"9H-2, 40-42"	73.800	80.380	Globigerinoides	G. ruber	0.940	-2.350	0.940	0.000	1.880	-2.350
null	2.95200	1143	9.362	113.285	Cheng et al. (2004a)	"14H-3, 80-82"	124.200	132.860	Globigerinoides	G. ruber	1.000	-2.350	0.940	0.000	1.940	-2.350
null	2.52800	1143	9.362	113.285	Cheng et al. (2004a)	"12H-6, 0-2"	108.900	116.840	Globigerinoides	G. ruber	1.020	-2.350	0.940	0.000	1.960	-2.350
null	1.25700	1146	19.457	116.273	Clemens and Prell (2003)	null	141.535	150.935	Globigerinoides	G. ruber	1.490	-2.510	0.940	0.000	1.990	-2.350
null	3.04800	1143	9.362	113.285	Cheng et al. (2004a)	"14H-5, 10-12"	126.500	135.160	Globigerinoides	G. ruber	1.050	-2.350	0.940	0.000	1.990	-2.350
null	0.77600	1146	19.457	116.273	Clemens and Prell (2003)	null	107.285	114.285	Globigerinoides	G. ruber	1.510	-2.510	0.940	0.000	2.010	-2.350
null	1.32400	1143	9.362	113.285	Cheng et al. (2004a)	"7H-4, 40-42"	58.800	65.060	Globigerinoides	G. ruber	1.090	-2.350	0.940	0.000	2.030	-2.350
null	1.35200	1146	19.457	116.273	Clemens and Prell (2003)	null	147.735	157.135	Globigerinoides	G. ruber	1.570	-2.510	0.940	0.000	2.070	-2.350
null	0.45700	1143	9.362	113.285	Cheng et al. (2004a)	"3H-4, 60-62"	24.000	27.960	Globigerinoides	G. ruber	1.220	-2.350	0.940	0.000	2.160	-2.350
null	2.25700	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 10-12"	97.800	105.580	Globigerinoides	G. ruber	1.280	-2.350	0.940	0.000	2.220	-2.350
null	2.08000	1143	9.362	113.285	Cheng et al. (2004a)	"10H-6, 30-32"	90.200	97.720	Globigerinoides	G. ruber	1.340	-2.350	0.940	0.000	2.280	-2.350
null	1.01500	1146	19.457	116.273	Clemens and Prell (2003)	null	125.635	134.235	Globigerinoides	G. ruber	1.820	-2.510	0.940	0.000	2.320	-2.350
null	2.26200	1143	9.362	113.285	Cheng et al. (2004a)	"11H-5, 110-112"	98.800	106.580	Globigerinoides	G. ruber	1.380	-2.350	0.940	0.000	2.320	-2.350
null	13.49800	871	5.557	172.345	Pearson and Shackleton (1995)	null	52.100	null	Globigerinoides	G. ruber	2.560	-2.350	0.940	0.000	3.500	-2.350
7.86900	7.90900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	222.360	234.580	Globigerinoides	G. sacculifer	1.893	-2.028	0.590	-0.320	2.483	-2.348
16.01300	15.97300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	329.810	342.030	Globigerinoides	G. sacculifer	3.188	-2.028	0.590	-0.320	3.778	-2.348
14.81900	14.80400	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	301.210	313.430	Globigerinoides	G. sacculifer	2.222	-2.027	0.590	-0.320	2.812	-2.347
9.81100	9.85800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	247.410	259.630	Globigerinoides	G. sacculifer	1.383	-2.023	0.590	-0.320	1.973	-2.343
8.24100	8.27700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	231.060	243.280	Globigerinoides	G. sacculifer	2.120	-2.023	0.590	-0.320	2.710	-2.343
19.99400	19.59900	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	388.160	400.380	Globigerinoides	G. sacculifer	1.823	-2.021	0.590	-0.320	2.413	-2.341
2.16400	2.16200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	116.010	127.560	Globigerinoides	G. ruber	0.180	-2.340	0.940	0.000	1.120	-2.340
2.24200	2.24000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	119.760	131.310	Globigerinoides	G. ruber	0.190	-2.340	0.940	0.000	1.130	-2.340
null	1.08800	1146	19.457	116.273	Clemens and Prell (2003)	null	131.135	138.735	Globigerinoides	G. ruber	0.980	-2.500	0.940	0.000	1.480	-2.340
null	0.78600	1143	9.362	113.285	Cheng et al. (2004a)	"5H-4, 10-12"	38.500	42.740	Globigerinoides	G. ruber	0.560	-2.340	0.940	0.000	1.500	-2.340
2.73900	2.73600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	137.410	149.630	Globigerinoides	G. ruber	0.740	-2.340	0.940	0.000	1.680	-2.340
null	0.75600	1143	9.362	113.285	Cheng et al. (2004a)	"5H-2, 100-102"	36.400	40.640	Globigerinoides	G. ruber	0.830	-2.340	0.940	0.000	1.770	-2.340
null	1.77900	1146	19.457	116.273	Clemens and Prell (2003)	null	172.935	183.085	Globigerinoides	G. ruber	1.350	-2.500	0.940	0.000	1.850	-2.340
2.77900	2.77600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	138.760	150.980	Globigerinoides	G. ruber	0.940	-2.340	0.940	0.000	1.880	-2.340
null	1.26400	1146	19.457	116.273	Clemens and Prell (2003)	null	142.135	151.535	Globigerinoides	G. ruber	1.430	-2.500	0.940	0.000	1.930	-2.340
null	1.00300	1143	9.362	113.285	Cheng et al. (2004a)	"6H-2, 20-22"	46.100	51.560	Globigerinoides	G. ruber	1.050	-2.340	0.940	0.000	1.990	-2.340
null	1.10200	1143	9.362	113.285	Cheng et al. (2004a)	"6H-4, 120-122"	50.100	55.560	Globigerinoides	G. ruber	1.060	-2.340	0.940	0.000	2.000	-2.340
null	1.05200	1146	19.457	116.273	Clemens and Prell (2003)	null	129.135	136.735	Globigerinoides	G. ruber	1.520	-2.500	0.940	0.000	2.020	-2.340
null	1.01400	1146	19.457	116.273	Clemens and Prell (2003)	null	125.535	134.135	Globigerinoides	G. ruber	1.530	-2.500	0.940	0.000	2.030	-2.340
null	1.01800	1146	19.457	116.273	Clemens and Prell (2003)	null	125.835	134.435	Globigerinoides	G. ruber	1.540	-2.500	0.940	0.000	2.040	-2.340
null	2.10200	1143	9.362	113.285	Cheng et al. (2004a)	"11H-1, 140-142"	92.300	99.400	Globigerinoides	G. ruber	1.190	-2.340	0.940	0.000	2.130	-2.340
null	1.54300	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 50-52"	68.900	74.720	Globigerinoides	G. ruber	1.390	-2.340	0.940	0.000	2.330	-2.340
null	1.15300	1146	19.457	116.273	Clemens and Prell (2003)	null	135.035	143.835	Globigerinoides	G. ruber	1.860	-2.500	0.940	0.000	2.360	-2.340
null	3.31400	1143	9.362	113.285	Cheng et al. (2004a)	"15H-4, 120-122"	134.600	142.920	Globigerinoides	G. ruber	1.430	-2.340	0.940	0.000	2.370	-2.340
null	2.47800	1143	9.362	113.285	Cheng et al. (2004a)	"12H-4, 10-12"	106.000	113.940	Globigerinoides	G. ruber	1.620	-2.340	0.940	0.000	2.560	-2.340
17.88700	17.74700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	356.110	368.330	Globigerinoides	G. ruber	1.870	-2.340	0.940	0.000	2.810	-2.340
6.03300	6.15800	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	187.060	199.280	Globigerinoides	G. sacculifer	1.654	-2.019	0.590	-0.320	2.244	-2.339
18.21900	18.00700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	358.210	370.430	Globigerinoides	G. sacculifer	2.116	-2.018	0.590	-0.320	2.706	-2.338
18.41400	18.18000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	365.110	377.330	Globigerinoides	G. sacculifer	1.502	-2.016	0.590	-0.320	2.092	-2.336
5.22500	4.99500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	173.590	185.810	Globigerinoides	G. sacculifer	1.765	-2.012	0.590	-0.320	2.355	-2.332
15.83000	15.80000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	325.310	337.530	Globigerinoides	G. sacculifer	2.674	-2.012	0.590	-0.320	3.264	-2.332
2.52600	2.52600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	131.060	143.060	Globigerinoides	G. ruber	-0.050	-2.330	0.940	0.000	0.890	-2.330
1.58900	1.59500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	99.210	102.530	Globigerinoides	G. ruber	0.670	-2.330	0.940	0.000	1.610	-2.330
null	0.38000	1143	9.362	113.285	Cheng et al. (2004a)	"3H-4, 140-142"	20.800	23.520	Globigerinoides	G. ruber	0.710	-2.330	0.940	0.000	1.650	-2.330
null	0.01300	1143	9.362	113.285	Cheng et al. (2004a)	"1H-1, 60-62"	0.600	0.600	Globigerinoides	G. ruber	0.740	-2.330	0.940	0.000	1.680	-2.330
null	1.77700	1146	19.457	116.273	Clemens and Prell (2003)	null	172.835	182.985	Globigerinoides	G. ruber	1.220	-2.490	0.940	0.000	1.720	-2.330
null	0.01200	1146	19.457	116.273	Clemens and Prell (2003)	null	2.045	2.045	Globigerinoides	G. ruber	1.250	-2.490	0.940	0.000	1.750	-2.330
null	1.70400	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 50-52"	75.400	81.980	Globigerinoides	G. ruber	0.940	-2.330	0.940	0.000	1.880	-2.330
null	1.32100	1146	19.457	116.273	Clemens and Prell (2003)	null	145.835	155.235	Globigerinoides	G. ruber	1.400	-2.490	0.940	0.000	1.900	-2.330
null	1.43400	1146	19.457	116.273	Clemens and Prell (2003)	null	152.635	162.585	Globigerinoides	G. ruber	1.440	-2.490	0.940	0.000	1.940	-2.330
null	1.71200	1143	9.362	113.285	Cheng et al. (2004a)	"9H-3, 100-102"	75.900	82.480	Globigerinoides	G. ruber	1.120	-2.330	0.940	0.000	2.060	-2.330
null	1.55900	1146	19.457	116.273	Clemens and Prell (2003)	null	160.735	170.785	Globigerinoides	G. ruber	1.620	-2.490	0.940	0.000	2.120	-2.330
null	0.38200	1146	19.457	116.273	Clemens and Prell (2003)	null	63.935	66.585	Globigerinoides	G. ruber	1.650	-2.490	0.940	0.000	2.150	-2.330
null	0.50000	1146	19.457	116.273	Clemens and Prell (2003)	null	78.335	83.135	Globigerinoides	G. ruber	1.780	-2.490	0.940	0.000	2.280	-2.330
null	1.34100	1143	9.362	113.285	Cheng et al. (2004a)	"7H-4, 110-112"	59.500	65.760	Globigerinoides	G. ruber	1.390	-2.330	0.940	0.000	2.330	-2.330
null	2.04300	1143	9.362	113.285	Cheng et al. (2004a)	"10H-5, 40-42"	88.800	96.320	Globigerinoides	G. ruber	1.390	-2.330	0.940	0.000	2.330	-2.330
13.59700	13.66300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	292.710	304.930	Globigerinoides	G. sacculifer	1.764	-2.009	0.590	-0.320	2.354	-2.329
0.01000	0.01000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	0.910	0.910	Globigerinoides	G. sacculifer	1.159	-2.007	0.590	-0.320	1.749	-2.327
14.13000	14.14700	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	297.060	309.280	Globigerinoides	G. sacculifer	1.834	-2.003	0.590	-0.320	2.424	-2.323
5.26100	5.04500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	174.210	186.430	Globigerinoides	G. sacculifer	1.344	-2.002	0.590	-0.320	1.934	-2.322
1.46000	1.46500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	92.710	95.030	Globigerinoides	G. ruber	0.150	-2.320	0.940	0.000	1.090	-2.320
2.19800	2.19600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	117.510	129.060	Globigerinoides	G. ruber	0.250	-2.320	0.940	0.000	1.190	-2.320
null	0.71600	1143	9.362	113.285	Cheng et al. (2004a)	"5H-1, 120-122"	35.100	39.340	Globigerinoides	G. ruber	0.410	-2.320	0.940	0.000	1.350	-2.320
2.66700	2.66600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	141.780	148.030	Globigerinoides	G. ruber	0.500	-2.320	0.940	0.000	1.440	-2.320
0.11500	0.11500	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	14.910	15.410	Globigerinoides	G. ruber	0.530	-2.320	0.940	0.000	1.470	-2.320
1.61300	1.62000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	94.680	103.400	Globigerinoides	G. ruber	0.530	-2.320	0.940	0.000	1.470	-2.320
null	0.50900	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 110-112"	26.000	29.960	Globigerinoides	G. ruber	0.550	-2.320	0.940	0.000	1.490	-2.320
null	0.16500	1146	19.457	116.273	Clemens and Prell (2003)	null	33.535	35.985	Globigerinoides	G. ruber	1.130	-2.480	0.940	0.000	1.630	-2.320
2.45300	2.45200	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	127.290	139.290	Globigerinoides	G. ruber	0.730	-2.320	0.940	0.000	1.670	-2.320
null	1.98700	1143	9.362	113.285	Cheng et al. (2004a)	"10H-4, 10-12"	87.000	94.520	Globigerinoides	G. ruber	0.750	-2.320	0.940	0.000	1.690	-2.320
null	0.91600	1143	9.362	113.285	Cheng et al. (2004a)	"5H-6, 60-62"	43.000	48.160	Globigerinoides	G. ruber	0.770	-2.320	0.940	0.000	1.710	-2.320
2.19300	2.19100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	117.060	128.610	Globigerinoides	G. ruber	0.810	-2.320	0.940	0.000	1.750	-2.320
null	1.21400	1143	9.362	113.285	Cheng et al. (2004a)	"7H-2, 0-2"	54.400	59.960	Globigerinoides	G. ruber	0.840	-2.320	0.940	0.000	1.780	-2.320
null	0.33800	1143	9.362	113.285	Cheng et al. (2004a)	"2H-6, 130-132"	18.200	21.600	Globigerinoides	G. ruber	0.850	-2.320	0.940	0.000	1.790	-2.320
null	0.06100	1143	9.362	113.285	Cheng et al. (2004a)	"1H-1, 110-112"	1.100	4.300	Globigerinoides	G. ruber	0.870	-2.320	0.940	0.000	1.810	-2.320
null	1.72500	1143	9.362	113.285	Cheng et al. (2004a)	"9H-4, 20-22"	76.600	83.180	Globigerinoides	G. ruber	0.990	-2.320	0.940	0.000	1.930	-2.320
null	0.51500	1143	9.362	113.285	Cheng et al. (2004a)	"3H-5, 130-132"	26.200	30.160	Globigerinoides	G. ruber	1.000	-2.320	0.940	0.000	1.940	-2.320
null	1.68000	1146	19.457	116.273	Clemens and Prell (2003)	null	166.835	176.585	Globigerinoides	G. ruber	1.480	-2.480	0.940	0.000	1.980	-2.320
null	0.52100	1143	9.362	113.285	Cheng et al. (2004a)	"3H-6, 0-2"	26.400	30.360	Globigerinoides	G. ruber	1.050	-2.320	0.940	0.000	1.990	-2.320
null	1.58300	1143	9.362	113.285	Cheng et al. (2004a)	"8H-5, 0-2"	69.400	76.240	Globigerinoides	G. ruber	1.050	-2.320	0.940	0.000	1.990	-2.320
null	1.26100	1146	19.457	116.273	Clemens and Prell (2003)	null	141.835	151.235	Globigerinoides	G. ruber	1.520	-2.480	0.940	0.000	2.020	-2.320
null	0.82700	1146	19.457	116.273	Clemens and Prell (2003)	null	112.535	118.935	Globigerinoides	G. ruber	1.550	-2.480	0.940	0.000	2.050	-2.320
null	1.09600	1143	9.362	113.285	Cheng et al. (2004a)	"6H-4, 100-102"	49.900	55.360	Globigerinoides	G. ruber	1.150	-2.320	0.940	0.000	2.090	-2.320
null	1.84100	1143	9.362	113.285	Cheng et al. (2004a)	"9H-6, 20-22"	80.600	87.980	Globigerinoides	G. ruber	1.180	-2.320	0.940	0.000	2.120	-2.320
null	1.14400	1146	19.457	116.273	Clemens and Prell (2003)	null	134.535	143.335	Globigerinoides	G. ruber	1.960	-2.480	0.940	0.000	2.460	-2.320
null	1.38700	1146	19.457	116.273	Clemens and Prell (2003)	null	150.535	159.235	Globigerinoides	G. ruber	1.980	-2.480	0.940	0.000	2.480	-2.320
null	0.69200	1146	19.457	116.273	Clemens and Prell (2003)	null	98.535	105.435	Globigerinoides	G. ruber	2.020	-2.480	0.940	0.000	2.520	-2.320
6.98000	7.16100	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	202.760	214.980	Globigerinoides	G. sacculifer	1.981	-2.000	0.590	-0.320	2.571	-2.320
9.34600	9.32600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	243.960	256.180	Globigerinoides	G. sacculifer	1.530	-1.999	0.590	-0.320	2.120	-2.319
14.86200	14.85000	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	303.610	315.830	Globigerinoides	G. sacculifer	2.078	-1.999	0.590	-0.320	2.668	-2.319
17.73400	17.62600	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	355.210	367.430	Globigerinoides	G. sacculifer	1.855	-1.998	0.590	-0.320	2.445	-2.318
4.79400	4.79300	1147/1148	18.835	116.555	Cheng et al. (2004b)	"1H-1, 90-92"	166.560	178.780	Globigerinoides	G. sacculifer	1.088	-1.997	0.590	-0.320	1.678	-2.317
